  0.5754	  1.7807	  1.3129	  1.7557	  0.1896	     0.0	     inf
  0.0315	  3.8673	  4.5897	  0.6195	  0.7725	  0.3440	  1.2340
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.1559	  4.1705	  2.0486	  0.6195	  0.7725	  0.4857	  0.9551
  0.0264	  4.0410	  4.7634	  0.6195	  0.7725	  0.6249	  0.7663
  0.0264	  4.0410	  4.7634	  0.6195	  0.7725	  0.4076	  1.0943
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.1427	  4.1705	  2.1404	  0.6195	  0.7725	  0.4857	  0.9551
  0.0261	  4.0538	  4.7762	  0.6195	  0.7725	  0.4138	  1.0821
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.1427	  4.1705	  2.1404	  0.6195	  0.7725	  0.4857	  0.9551
  0.0261	  4.0538	  4.7762	  0.6195	  0.7725	  0.6128	  0.7805
  0.0261	  4.0538	  4.7762	  0.6195	  0.7725	  0.6128	  0.7805
  0.0261	  4.0538	  4.7762	  0.6195	  0.7725	  0.6128	  0.7805
  0.0261	  4.0538	  4.7762	  0.6195	  0.7725	  0.6128	  0.7805
  0.0261	  4.0538	  4.7762	  0.6195	  0.7725	  0.4138	  1.0821
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
  0.1916	  4.1705	  1.8393	  0.6195	  0.7725	  0.4857	  0.9551
  0.2324	  1.6165	  4.7286	  0.2693	  1.4434	  0.3920	  1.1259
  0.5234	  1.7807	  1.4312	  0.2693	  1.4434	  0.4857	  0.9551
  0.0303	  3.9071	  4.6295	  0.6195	  0.7725	  0.3559	  1.2057
  0.0232	  4.1705	  4.8928	  0.6195	  0.7725	  0.4857	  0.9551
